id_ent,id_mun,month_def,year_def,tot_covid_deaths,excess_mortality_ssa,rate_excess_mortality_ssa,excess_mortality_inegi,rate_excess_inegi
01,01001,1,2020,0,0,-100,-15,-3.08
01,01001,1,2021,108,396,-18.69,NA,NA
01,01001,1,2022,72,NA,NA,NA,NA
01,01001,2,2020,0,0,-100,7,1.65
01,01001,2,2021,159,276,-35.06,NA,NA
01,01001,2,2022,94,NA,NA,NA,NA
01,01001,3,2020,0,0,-100,-25,-5.69
01,01001,3,2021,65,153,-65.15,NA,NA
01,01001,3,2022,11,NA,NA,NA,NA
01,01001,4,2020,3,12,-96.92,-38,-9.74
01,01001,4,2021,54,133,-65.9,NA,NA
01,01001,4,2022,2,NA,NA,NA,NA
01,01001,5,2020,13,50,-88.24,-31,-7.29
01,01001,5,2021,26,51,-88,NA,NA
01,01001,5,2022,3,NA,NA,NA,NA
01,01001,6,2020,52,117,-67.86,71,19.51
01,01001,6,2021,21,25,-93.13,NA,NA
01,01001,6,2022,4,NA,NA,NA,NA
01,01001,7,2020,53,152,-57.54,191,53.35
01,01001,7,2021,5,30,-91.62,NA,NA
01,01001,7,2022,0,NA,NA,NA,NA
01,01001,8,2020,57,205,-43.06,286,79.44
01,01001,8,2021,41,153,-57.5,NA,NA
01,01001,8,2022,0,NA,NA,NA,NA
01,01001,9,2020,94,247,-34.48,333,88.33
01,01001,9,2021,59,166,-55.97,NA,NA
01,01001,9,2022,0,NA,NA,NA,NA
01,01001,10,2020,61,265,-30.99,430,111.98
01,01001,10,2021,45,84,-78.12,NA,NA
01,01001,10,2022,0,NA,NA,NA,NA
01,01001,11,2020,155,472,24.54,721,190.24
01,01001,11,2021,24,0,-100,NA,NA
01,01001,11,2022,0,NA,NA,NA,NA
01,01001,12,2020,174,400,-5.66,392,92.45
01,01001,12,2021,28,0,-100,NA,NA
01,01001,12,2022,0,NA,NA,NA,NA
01,01002,1,2020,0,0,-100,4,28.57
01,01002,1,2021,4,7,-50,NA,NA
01,01002,1,2022,3,NA,NA,NA,NA
01,01002,2,2020,0,0,-100,-4,-33.33
01,01002,2,2021,5,8,-33.33,NA,NA
01,01002,2,2022,4,NA,NA,NA,NA
01,01002,3,2020,0,0,-100,1,12.5
01,01002,3,2021,2,2,-75,NA,NA
01,01002,3,2022,3,NA,NA,NA,NA
01,01002,4,2020,1,0,-100,2,20
01,01002,4,2021,1,1,-90,NA,NA
01,01002,4,2022,1,NA,NA,NA,NA
01,01002,5,2020,1,0,-100,0,0
01,01002,5,2021,1,0,-100,NA,NA
01,01002,5,2022,1,NA,NA,NA,NA
01,01002,6,2020,1,2,-77.78,-2,-22.22
01,01002,6,2021,1,1,-88.89,NA,NA
01,01002,6,2022,1,NA,NA,NA,NA
01,01002,7,2020,4,4,-66.67,2,16.67
01,01002,7,2021,1,0,-100,NA,NA
01,01002,7,2022,0,NA,NA,NA,NA
01,01002,8,2020,1,1,-90,4,40
01,01002,8,2021,1,3,-70,NA,NA
01,01002,8,2022,0,NA,NA,NA,NA
01,01002,9,2020,1,6,-33.33,1,11.11
01,01002,9,2021,2,5,-44.44,NA,NA
01,01002,9,2022,0,NA,NA,NA,NA
01,01002,10,2020,2,5,-50,12,120
01,01002,10,2021,3,3,-70,NA,NA
01,01002,10,2022,0,NA,NA,NA,NA
01,01002,11,2020,4,13,8.33,9,75
01,01002,11,2021,1,0,-100,NA,NA
01,01002,11,2022,0,NA,NA,NA,NA
01,01002,12,2020,6,12,0,-1,-8.33
01,01002,12,2021,1,0,-100,NA,NA
01,01002,12,2022,0,NA,NA,NA,NA
01,01003,1,2020,0,0,-100,10,40
01,01003,1,2021,3,17,-32,NA,NA
01,01003,1,2022,5,NA,NA,NA,NA
01,01003,2,2020,0,0,-100,-9,-31.03
01,01003,2,2021,1,12,-58.62,NA,NA
01,01003,2,2022,2,NA,NA,NA,NA
01,01003,3,2020,0,0,-100,-8,-36.36
01,01003,3,2021,2,7,-68.18,NA,NA
01,01003,3,2022,1,NA,NA,NA,NA
01,01003,4,2020,1,0,-100,5,22.73
01,01003,4,2021,2,1,-95.45,NA,NA
01,01003,4,2022,1,NA,NA,NA,NA
01,01003,5,2020,1,0,-100,3,13.04
01,01003,5,2021,1,0,-100,NA,NA
01,01003,5,2022,1,NA,NA,NA,NA
01,01003,6,2020,1,1,-96,-5,-20
01,01003,6,2021,1,0,-100,NA,NA
01,01003,6,2022,1,NA,NA,NA,NA
01,01003,7,2020,1,3,-86.96,2,8.7
01,01003,7,2021,1,1,-95.65,NA,NA
01,01003,7,2022,0,NA,NA,NA,NA
01,01003,8,2020,2,3,-85,5,25
01,01003,8,2021,2,6,-70,NA,NA
01,01003,8,2022,0,NA,NA,NA,NA
01,01003,9,2020,1,3,-84.21,3,15.79
01,01003,9,2021,3,5,-73.68,NA,NA
01,01003,9,2022,0,NA,NA,NA,NA
01,01003,10,2020,3,28,33.33,12,57.14
01,01003,10,2021,1,4,-80.95,NA,NA
01,01003,10,2022,0,NA,NA,NA,NA
01,01003,11,2020,4,30,36.36,22,100
01,01003,11,2021,3,0,-100,NA,NA
01,01003,11,2022,0,NA,NA,NA,NA
01,01003,12,2020,3,22,-33.33,-10,-30.3
01,01003,12,2021,2,0,-100,NA,NA
01,01003,12,2022,0,NA,NA,NA,NA
01,01004,1,2020,0,0,-100,4,133.33
01,01004,1,2021,1,2,-33.33,NA,NA
01,01004,1,2022,2,NA,NA,NA,NA
01,01004,2,2020,0,0,-100,1,33.33
01,01004,2,2021,2,5,66.67,NA,NA
01,01004,2,2022,3,NA,NA,NA,NA
01,01004,3,2020,0,0,-100,-4,-66.67
01,01004,3,2021,1,0,-100,NA,NA
01,01004,3,2022,1,NA,NA,NA,NA
01,01004,4,2020,1,0,-100,0,0
01,01004,4,2021,1,0,-100,NA,NA
01,01004,4,2022,1,NA,NA,NA,NA
01,01004,5,2020,1,0,-100,4,100
01,01004,5,2021,1,0,-100,NA,NA
01,01004,5,2022,1,NA,NA,NA,NA
01,01004,6,2020,1,0,-100,-1,-25
01,01004,6,2021,1,0,-100,NA,NA
01,01004,6,2022,1,NA,NA,NA,NA
01,01004,7,2020,1,1,-75,5,125
01,01004,7,2021,1,0,-100,NA,NA
01,01004,7,2022,0,NA,NA,NA,NA
01,01004,8,2020,1,0,-100,1,25
01,01004,8,2021,1,1,-75,NA,NA
01,01004,8,2022,0,NA,NA,NA,NA
01,01004,9,2020,1,7,75,2,50
01,01004,9,2021,1,0,-100,NA,NA
01,01004,9,2022,0,NA,NA,NA,NA
01,01004,10,2020,1,0,-100,2,66.67
01,01004,10,2021,1,1,-66.67,NA,NA
01,01004,10,2022,0,NA,NA,NA,NA
01,01004,11,2020,3,0,-100,8,133.33
01,01004,11,2021,2,0,-100,NA,NA
01,01004,11,2022,0,NA,NA,NA,NA
01,01004,12,2020,2,10,150,-3,-75
01,01004,12,2021,1,0,-100,NA,NA
01,01004,12,2022,0,NA,NA,NA,NA
01,01005,1,2020,0,1,-96.77,32,103.23
01,01005,1,2021,6,48,54.84,NA,NA
01,01005,1,2022,6,NA,NA,NA,NA
01,01005,2,2020,0,0,-100,40,121.21
01,01005,2,2021,7,44,33.33,NA,NA
01,01005,2,2022,6,NA,NA,NA,NA
01,01005,3,2020,0,0,-100,39,139.29
01,01005,3,2021,3,13,-53.57,NA,NA
01,01005,3,2022,1,NA,NA,NA,NA
01,01005,4,2020,1,0,-100,39,144.44
01,01005,4,2021,2,2,-92.59,NA,NA
01,01005,4,2022,1,NA,NA,NA,NA
01,01005,5,2020,1,0,-100,59,210.71
01,01005,5,2021,2,1,-96.43,NA,NA
01,01005,5,2022,1,NA,NA,NA,NA
01,01005,6,2020,1,1,-96.88,39,121.88
01,01005,6,2021,1,1,-96.88,NA,NA
01,01005,6,2022,1,NA,NA,NA,NA
01,01005,7,2020,2,7,-82.05,43,110.26
01,01005,7,2021,1,4,-89.74,NA,NA
01,01005,7,2022,0,NA,NA,NA,NA
01,01005,8,2020,1,9,-74.29,52,148.57
01,01005,8,2021,2,7,-80,NA,NA
01,01005,8,2022,0,NA,NA,NA,NA
01,01005,9,2020,6,9,-71.88,61,190.62
01,01005,9,2021,6,10,-68.75,NA,NA
01,01005,9,2022,0,NA,NA,NA,NA
01,01005,10,2020,3,27,-15.62,77,240.62
01,01005,10,2021,2,4,-87.5,NA,NA
01,01005,10,2022,0,NA,NA,NA,NA
01,01005,11,2020,6,66,88.57,56,160
01,01005,11,2021,3,0,-100,NA,NA
01,01005,11,2022,0,NA,NA,NA,NA
01,01005,12,2020,7,74,89.74,33,84.62
01,01005,12,2021,1,0,-100,NA,NA
01,01005,12,2022,0,NA,NA,NA,NA
01,01006,1,2020,0,0,-100,-5,-29.41
01,01006,1,2021,2,11,-35.29,NA,NA
01,01006,1,2022,3,NA,NA,NA,NA
01,01006,2,2020,0,0,-100,-5,-27.78
01,01006,2,2021,4,7,-61.11,NA,NA
01,01006,2,2022,4,NA,NA,NA,NA
01,01006,3,2020,0,0,-100,-2,-13.33
01,01006,3,2021,2,0,-100,NA,NA
01,01006,3,2022,1,NA,NA,NA,NA
01,01006,4,2020,1,0,-100,-2,-14.29
01,01006,4,2021,2,3,-78.57,NA,NA
01,01006,4,2022,1,NA,NA,NA,NA
01,01006,5,2020,1,1,-93.75,-6,-37.5
01,01006,5,2021,1,1,-93.75,NA,NA
01,01006,5,2022,1,NA,NA,NA,NA
01,01006,6,2020,2,2,-84.62,0,0
01,01006,6,2021,1,0,-100,NA,NA
01,01006,6,2022,1,NA,NA,NA,NA
01,01006,7,2020,2,0,-100,1,7.14
01,01006,7,2021,1,0,-100,NA,NA
01,01006,7,2022,0,NA,NA,NA,NA
01,01006,8,2020,1,1,-92.86,-1,-7.14
01,01006,8,2021,2,6,-57.14,NA,NA
01,01006,8,2022,0,NA,NA,NA,NA
01,01006,9,2020,3,0,-100,-2,-14.29
01,01006,9,2021,2,2,-85.71,NA,NA
01,01006,9,2022,0,NA,NA,NA,NA
01,01006,10,2020,10,3,-80,7,46.67
01,01006,10,2021,3,6,-60,NA,NA
01,01006,10,2022,0,NA,NA,NA,NA
01,01006,11,2020,6,18,20,15,100
01,01006,11,2021,2,0,-100,NA,NA
01,01006,11,2022,0,NA,NA,NA,NA
01,01006,12,2020,2,12,-20,17,113.33
01,01006,12,2021,2,0,-100,NA,NA
01,01006,12,2022,0,NA,NA,NA,NA
01,01007,1,2020,0,0,-100,4,14.81
01,01007,1,2021,4,12,-55.56,NA,NA
01,01007,1,2022,2,NA,NA,NA,NA
01,01007,2,2020,0,0,-100,-1,-4
01,01007,2,2021,4,7,-72,NA,NA
01,01007,2,2022,5,NA,NA,NA,NA
01,01007,3,2020,0,0,-100,1,4.76
01,01007,3,2021,2,8,-61.9,NA,NA
01,01007,3,2022,2,NA,NA,NA,NA
01,01007,4,2020,1,0,-100,2,10.53
01,01007,4,2021,3,0,-100,NA,NA
01,01007,4,2022,1,NA,NA,NA,NA
01,01007,5,2020,1,0,-100,-2,-10
01,01007,5,2021,3,2,-90,NA,NA
01,01007,5,2022,1,NA,NA,NA,NA
01,01007,6,2020,2,4,-75,-5,-31.25
01,01007,6,2021,1,0,-100,NA,NA
01,01007,6,2022,1,NA,NA,NA,NA
01,01007,7,2020,1,6,-70,11,55
01,01007,7,2021,1,0,-100,NA,NA
01,01007,7,2022,0,NA,NA,NA,NA
01,01007,8,2020,3,6,-64.71,9,52.94
01,01007,8,2021,1,2,-88.24,NA,NA
01,01007,8,2022,0,NA,NA,NA,NA
01,01007,9,2020,2,8,-55.56,17,94.44
01,01007,9,2021,2,5,-72.22,NA,NA
01,01007,9,2022,0,NA,NA,NA,NA
01,01007,10,2020,2,12,-42.86,15,71.43
01,01007,10,2021,7,3,-85.71,NA,NA
01,01007,10,2022,0,NA,NA,NA,NA
01,01007,11,2020,5,21,-8.7,21,91.3
01,01007,11,2021,3,0,-100,NA,NA
01,01007,11,2022,0,NA,NA,NA,NA
01,01007,12,2020,6,18,-18.18,13,59.09
01,01007,12,2021,3,0,-100,NA,NA
01,01007,12,2022,0,NA,NA,NA,NA
01,01008,1,2020,0,0,-100,3,100
01,01008,1,2021,1,25,733.33,NA,NA
01,01008,1,2022,1,NA,NA,NA,NA
01,01008,2,2020,0,0,-100,1,33.33
01,01008,2,2021,1,11,266.67,NA,NA
01,01008,2,2022,2,NA,NA,NA,NA
01,01008,3,2020,0,0,-100,-3,-100
01,01008,3,2021,1,2,-33.33,NA,NA
01,01008,3,2022,1,NA,NA,NA,NA
01,01008,4,2020,1,0,-100,1,50
01,01008,4,2021,2,1,-50,NA,NA
01,01008,4,2022,1,NA,NA,NA,NA
01,01008,5,2020,1,0,-100,-4,-100
01,01008,5,2021,1,0,-100,NA,NA
01,01008,5,2022,1,NA,NA,NA,NA
01,01008,6,2020,1,0,-100,4,400
01,01008,6,2021,1,0,-100,NA,NA
01,01008,6,2022,1,NA,NA,NA,NA
01,01008,7,2020,1,0,-100,3,150
01,01008,7,2021,1,0,-100,NA,NA
01,01008,7,2022,0,NA,NA,NA,NA
01,01008,8,2020,2,0,-100,1,50
01,01008,8,2021,1,0,-100,NA,NA
01,01008,8,2022,0,NA,NA,NA,NA
01,01008,9,2020,1,0,-100,1,50
01,01008,9,2021,1,2,0,NA,NA
01,01008,9,2022,0,NA,NA,NA,NA
01,01008,10,2020,1,3,50,5,250
01,01008,10,2021,1,1,-50,NA,NA
01,01008,10,2022,0,NA,NA,NA,NA
01,01008,11,2020,1,25,1150,11,550
01,01008,11,2021,1,0,-100,NA,NA
01,01008,11,2022,0,NA,NA,NA,NA
01,01008,12,2020,3,21,950,3,150
01,01008,12,2021,1,0,-100,NA,NA
01,01008,12,2022,0,NA,NA,NA,NA
01,01009,1,2020,0,0,-100,0,0
01,01009,1,2021,2,1,-83.33,NA,NA
01,01009,1,2022,1,NA,NA,NA,NA
01,01009,2,2020,0,0,-100,-1,-25
01,01009,2,2021,3,4,0,NA,NA
01,01009,2,2022,2,NA,NA,NA,NA
01,01009,3,2020,0,0,-100,0,0
01,01009,3,2021,1,0,-100,NA,NA
01,01009,3,2022,1,NA,NA,NA,NA
01,01009,4,2020,1,0,-100,-3,-50
01,01009,4,2021,1,3,-50,NA,NA
01,01009,4,2022,1,NA,NA,NA,NA
01,01009,5,2020,1,0,-100,1,16.67
01,01009,5,2021,1,0,-100,NA,NA
01,01009,5,2022,1,NA,NA,NA,NA
01,01009,6,2020,1,0,-100,4,200
01,01009,6,2021,1,0,-100,NA,NA
01,01009,6,2022,1,NA,NA,NA,NA
01,01009,7,2020,1,2,-60,2,40
01,01009,7,2021,1,0,-100,NA,NA
01,01009,7,2022,0,NA,NA,NA,NA
01,01009,8,2020,2,4,33.33,4,133.33
01,01009,8,2021,1,1,-66.67,NA,NA
01,01009,8,2022,0,NA,NA,NA,NA
01,01009,9,2020,2,5,0,9,180
01,01009,9,2021,4,6,20,NA,NA
01,01009,9,2022,0,NA,NA,NA,NA
01,01009,10,2020,1,2,-33.33,11,366.67
01,01009,10,2021,1,1,-66.67,NA,NA
01,01009,10,2022,0,NA,NA,NA,NA
01,01009,11,2020,1,2,-50,3,75
01,01009,11,2021,3,0,-100,NA,NA
01,01009,11,2022,0,NA,NA,NA,NA
01,01009,12,2020,2,3,-50,2,33.33
01,01009,12,2021,1,0,-100,NA,NA
01,01009,12,2022,0,NA,NA,NA,NA
01,01010,1,2020,0,0,-100,6,150
01,01010,1,2021,1,4,0,NA,NA
01,01010,1,2022,1,NA,NA,NA,NA
01,01010,2,2020,0,0,-100,0,0
01,01010,2,2021,2,0,-100,NA,NA
01,01010,2,2022,2,NA,NA,NA,NA
01,01010,3,2020,0,0,-100,1,33.33
01,01010,3,2021,1,0,-100,NA,NA
01,01010,3,2022,1,NA,NA,NA,NA
01,01010,4,2020,1,0,-100,-2,-50
01,01010,4,2021,1,0,-100,NA,NA
01,01010,4,2022,1,NA,NA,NA,NA
01,01010,5,2020,1,0,-100,-4,-80
01,01010,5,2021,2,1,-80,NA,NA
01,01010,5,2022,1,NA,NA,NA,NA
01,01010,6,2020,1,0,-100,2,50
01,01010,6,2021,1,0,-100,NA,NA
01,01010,6,2022,1,NA,NA,NA,NA
01,01010,7,2020,2,1,-75,2,50
01,01010,7,2021,1,0,-100,NA,NA
01,01010,7,2022,0,NA,NA,NA,NA
01,01010,8,2020,1,2,-50,5,125
01,01010,8,2021,1,0,-100,NA,NA
01,01010,8,2022,0,NA,NA,NA,NA
01,01010,9,2020,2,1,-80,4,80
01,01010,9,2021,2,1,-80,NA,NA
01,01010,9,2022,0,NA,NA,NA,NA
01,01010,10,2020,2,1,-75,3,75
01,01010,10,2021,3,1,-75,NA,NA
01,01010,10,2022,0,NA,NA,NA,NA
01,01010,11,2020,1,4,-20,-2,-40
01,01010,11,2021,2,0,-100,NA,NA
01,01010,11,2022,0,NA,NA,NA,NA
01,01010,12,2020,2,3,-40,-1,-20
01,01010,12,2021,2,0,-100,NA,NA
01,01010,12,2022,0,NA,NA,NA,NA
01,01011,1,2020,0,0,-100,7,116.67
01,01011,1,2021,2,11,83.33,NA,NA
01,01011,1,2022,3,NA,NA,NA,NA
01,01011,2,2020,0,0,-100,3,33.33
01,01011,2,2021,3,10,11.11,NA,NA
01,01011,2,2022,2,NA,NA,NA,NA
01,01011,3,2020,0,0,-100,2,33.33
01,01011,3,2021,2,4,-33.33,NA,NA
01,01011,3,2022,1,NA,NA,NA,NA
01,01011,4,2020,1,0,-100,-1,-20
01,01011,4,2021,2,3,-40,NA,NA
01,01011,4,2022,1,NA,NA,NA,NA
01,01011,5,2020,2,0,-100,8,160
01,01011,5,2021,1,0,-100,NA,NA
01,01011,5,2022,1,NA,NA,NA,NA
01,01011,6,2020,2,5,-37.5,12,150
01,01011,6,2021,1,0,-100,NA,NA
01,01011,6,2022,1,NA,NA,NA,NA
01,01011,7,2020,2,7,0,9,128.57
01,01011,7,2021,1,0,-100,NA,NA
01,01011,7,2022,0,NA,NA,NA,NA
01,01011,8,2020,2,4,0,11,275
01,01011,8,2021,1,2,-50,NA,NA
01,01011,8,2022,0,NA,NA,NA,NA
01,01011,9,2020,2,13,116.67,2,33.33
01,01011,9,2021,1,1,-83.33,NA,NA
01,01011,9,2022,0,NA,NA,NA,NA
01,01011,10,2020,3,14,75,6,75
01,01011,10,2021,2,5,-37.5,NA,NA
01,01011,10,2022,0,NA,NA,NA,NA
01,01011,11,2020,2,24,200,18,225
01,01011,11,2021,3,0,-100,NA,NA
01,01011,11,2022,0,NA,NA,NA,NA
01,01011,12,2020,1,16,128.57,2,28.57
01,01011,12,2021,3,0,-100,NA,NA
01,01011,12,2022,0,NA,NA,NA,NA
02,02001,1,2020,0,5,-98.23,58,20.49
02,02001,1,2021,148,356,25.8,NA,NA
02,02001,1,2022,61,NA,NA,NA,NA
02,02001,2,2020,0,0,-100,52,21.31
02,02001,2,2021,72,122,-50,NA,NA
02,02001,2,2022,61,NA,NA,NA,NA
02,02001,3,2020,0,0,-100,51,19.47
02,02001,3,2021,17,42,-83.97,NA,NA
02,02001,3,2022,10,NA,NA,NA,NA
02,02001,4,2020,4,9,-96.25,47,19.58
02,02001,4,2021,9,18,-92.5,NA,NA
02,02001,4,2022,4,NA,NA,NA,NA
02,02001,5,2020,19,45,-80.52,109,47.19
02,02001,5,2021,9,17,-92.64,NA,NA
02,02001,5,2022,1,NA,NA,NA,NA
02,02001,6,2020,25,59,-75.52,102,42.32
02,02001,6,2021,3,5,-97.93,NA,NA
02,02001,6,2022,1,NA,NA,NA,NA
02,02001,7,2020,51,137,-42.68,223,93.31
02,02001,7,2021,11,26,-89.12,NA,NA
02,02001,7,2022,0,NA,NA,NA,NA
02,02001,8,2020,46,116,-53.04,186,75.3
02,02001,8,2021,18,55,-77.73,NA,NA
02,02001,8,2022,0,NA,NA,NA,NA
02,02001,9,2020,39,85,-65.86,108,43.37
02,02001,9,2021,24,59,-76.31,NA,NA
02,02001,9,2022,0,NA,NA,NA,NA
02,02001,10,2020,17,50,-80.16,27,10.71
02,02001,10,2021,51,84,-66.67,NA,NA
02,02001,10,2022,0,NA,NA,NA,NA
02,02001,11,2020,35,122,-49.38,162,67.22
02,02001,11,2021,57,0,-100,NA,NA
02,02001,11,2022,0,NA,NA,NA,NA
02,02001,12,2020,84,353,21.72,357,123.1
02,02001,12,2021,65,0,-100,NA,NA
02,02001,12,2022,0,NA,NA,NA,NA
02,02002,1,2020,0,4,-99.35,115,18.7
02,02002,1,2021,195,557,-9.43,NA,NA
02,02002,1,2022,73,NA,NA,NA,NA
02,02002,2,2020,0,1,-99.81,124,24.17
02,02002,2,2021,99,189,-63.16,NA,NA
02,02002,2,2022,75,NA,NA,NA,NA
02,02002,3,2020,0,0,-100,48,9.39
02,02002,3,2021,24,64,-87.48,NA,NA
02,02002,3,2022,15,NA,NA,NA,NA
02,02002,4,2020,35,130,-70.32,261,59.59
02,02002,4,2021,17,46,-89.5,NA,NA
02,02002,4,2022,2,NA,NA,NA,NA
02,02002,5,2020,159,619,33.12,914,196.56
02,02002,5,2021,28,79,-83.01,NA,NA
02,02002,5,2022,2,NA,NA,NA,NA
02,02002,6,2020,312,735,58.06,995,213.98
02,02002,6,2021,29,76,-83.66,NA,NA
02,02002,6,2022,3,NA,NA,NA,NA
02,02002,7,2020,223,489,-5.05,592,114.95
02,02002,7,2021,14,55,-89.32,NA,NA
02,02002,7,2022,0,NA,NA,NA,NA
02,02002,8,2020,100,238,-51.43,404,82.45
02,02002,8,2021,26,86,-82.45,NA,NA
02,02002,8,2022,0,NA,NA,NA,NA
02,02002,9,2020,51,152,-65.53,210,47.62
02,02002,9,2021,38,100,-77.32,NA,NA
02,02002,9,2022,0,NA,NA,NA,NA
02,02002,10,2020,52,171,-64.38,244,50.83
02,02002,10,2021,48,111,-76.88,NA,NA
02,02002,10,2022,0,NA,NA,NA,NA
02,02002,11,2020,76,345,-31.95,391,77.12
02,02002,11,2021,112,0,-100,NA,NA
02,02002,11,2022,0,NA,NA,NA,NA
02,02002,12,2020,197,770,26.23,895,146.72
02,02002,12,2021,116,0,-100,NA,NA
02,02002,12,2022,0,NA,NA,NA,NA
02,02003,1,2020,0,1,-98.33,5,8.33
02,02003,1,2021,25,24,-60,NA,NA
02,02003,1,2022,13,NA,NA,NA,NA
02,02003,2,2020,0,0,-100,20,42.55
02,02003,2,2021,7,1,-97.87,NA,NA
02,02003,2,2022,5,NA,NA,NA,NA
02,02003,3,2020,0,0,-100,30,73.17
02,02003,3,2021,3,0,-100,NA,NA
02,02003,3,2022,2,NA,NA,NA,NA
02,02003,4,2020,5,23,-51.06,54,114.89
02,02003,4,2021,1,0,-100,NA,NA
02,02003,4,2022,1,NA,NA,NA,NA
02,02003,5,2020,16,62,37.78,103,228.89
02,02003,5,2021,2,0,-100,NA,NA
02,02003,5,2022,2,NA,NA,NA,NA
02,02003,6,2020,7,13,-68.29,45,109.76
02,02003,6,2021,2,1,-97.56,NA,NA
02,02003,6,2022,2,NA,NA,NA,NA
02,02003,7,2020,9,8,-85.19,14,25.93
02,02003,7,2021,3,0,-100,NA,NA
02,02003,7,2022,0,NA,NA,NA,NA
02,02003,8,2020,11,11,-73.17,45,109.76
02,02003,8,2021,4,0,-100,NA,NA
02,02003,8,2022,0,NA,NA,NA,NA
02,02003,9,2020,5,5,-88.1,39,92.86
02,02003,9,2021,2,1,-97.62,NA,NA
02,02003,9,2022,0,NA,NA,NA,NA
02,02003,10,2020,5,5,-88.1,29,69.05
02,02003,10,2021,3,1,-97.62,NA,NA
02,02003,10,2022,0,NA,NA,NA,NA
02,02003,11,2020,8,9,-83.33,36,66.67
02,02003,11,2021,4,0,-100,NA,NA
02,02003,11,2022,0,NA,NA,NA,NA
02,02003,12,2020,21,40,-21.57,90,176.47
02,02003,12,2021,16,0,-100,NA,NA
02,02003,12,2022,0,NA,NA,NA,NA
02,02004,1,2020,0,2,-99.79,188,19.6
02,02004,1,2021,342,800,-16.58,NA,NA
02,02004,1,2022,136,NA,NA,NA,NA
02,02004,2,2020,0,1,-99.88,178,21.87
02,02004,2,2021,134,249,-69.41,NA,NA
02,02004,2,2022,135,NA,NA,NA,NA
02,02004,3,2020,0,0,-100,150,17.61
02,02004,3,2021,41,88,-89.67,NA,NA
02,02004,3,2022,14,NA,NA,NA,NA
02,02004,4,2020,109,561,-29.87,1156,144.5
02,02004,4,2021,35,73,-90.88,NA,NA
02,02004,4,2022,9,NA,NA,NA,NA
02,02004,5,2020,351,751,-7.85,1147,140.74
02,02004,5,2021,21,34,-95.83,NA,NA
02,02004,5,2022,1,NA,NA,NA,NA
02,02004,6,2020,132,276,-64.71,476,60.87
02,02004,6,2021,11,24,-96.93,NA,NA
02,02004,6,2022,3,NA,NA,NA,NA
02,02004,7,2020,113,263,-66.96,518,65.08
02,02004,7,2021,15,47,-94.1,NA,NA
02,02004,7,2022,0,NA,NA,NA,NA
02,02004,8,2020,85,208,-74.13,450,55.97
02,02004,8,2021,29,106,-86.82,NA,NA
02,02004,8,2022,0,NA,NA,NA,NA
02,02004,9,2020,87,193,-75.81,371,46.49
02,02004,9,2021,57,171,-78.57,NA,NA
02,02004,9,2022,0,NA,NA,NA,NA
02,02004,10,2020,52,194,-77.2,295,34.67
02,02004,10,2021,67,118,-86.13,NA,NA
02,02004,10,2022,0,NA,NA,NA,NA
02,02004,11,2020,95,329,-61.25,576,67.84
02,02004,11,2021,112,0,-100,NA,NA
02,02004,11,2022,0,NA,NA,NA,NA
02,02004,12,2020,242,879,-8.72,1049,108.93
02,02004,12,2021,161,0,-100,NA,NA
02,02004,12,2022,0,NA,NA,NA,NA
02,02005,1,2020,0,0,-100,5,9.8
02,02005,1,2021,12,7,-86.27,NA,NA
02,02005,1,2022,6,NA,NA,NA,NA
02,02005,2,2020,0,0,-100,27,56.25
02,02005,2,2021,3,2,-95.83,NA,NA
02,02005,2,2022,9,NA,NA,NA,NA
02,02005,3,2020,0,0,-100,13,27.66
02,02005,3,2021,4,1,-97.87,NA,NA
02,02005,3,2022,2,NA,NA,NA,NA
02,02005,4,2020,3,7,-84.09,64,145.45
02,02005,4,2021,4,1,-97.73,NA,NA
02,02005,4,2022,1,NA,NA,NA,NA
02,02005,5,2020,10,7,-84.78,74,160.87
02,02005,5,2021,1,0,-100,NA,NA
02,02005,5,2022,1,NA,NA,NA,NA
02,02005,6,2020,5,4,-91.67,43,89.58
02,02005,6,2021,1,0,-100,NA,NA
02,02005,6,2022,1,NA,NA,NA,NA
02,02005,7,2020,2,9,-76.92,48,123.08
02,02005,7,2021,2,0,-100,NA,NA
02,02005,7,2022,0,NA,NA,NA,NA
02,02005,8,2020,4,2,-95.74,47,100
02,02005,8,2021,4,3,-93.62,NA,NA
02,02005,8,2022,0,NA,NA,NA,NA
02,02005,9,2020,6,3,-93.02,47,109.3
02,02005,9,2021,6,1,-97.67,NA,NA
02,02005,9,2022,0,NA,NA,NA,NA
02,02005,10,2020,3,0,-100,42,91.3
02,02005,10,2021,6,2,-95.65,NA,NA
02,02005,10,2022,0,NA,NA,NA,NA
02,02005,11,2020,5,1,-98.08,31,59.62
02,02005,11,2021,11,0,-100,NA,NA
02,02005,11,2022,0,NA,NA,NA,NA
02,02005,12,2020,4,4,-92.73,42,76.36
02,02005,12,2021,10,0,-100,NA,NA
02,02005,12,2022,0,NA,NA,NA,NA
02,02006,1,2020,0,0,NA,0,NA
02,02006,1,2021,0,0,NA,NA,NA
02,02006,1,2022,0,NA,NA,NA,NA
02,02006,2,2020,0,0,NA,0,NA
02,02006,2,2021,0,0,NA,NA,NA
02,02006,2,2022,0,NA,NA,NA,NA
02,02006,3,2020,0,0,NA,0,NA
02,02006,3,2021,0,0,NA,NA,NA
02,02006,3,2022,0,NA,NA,NA,NA
