inegi,av_precipt_2021,log_pop_mx,pop_density_mx,pct_religious_mx,pct_urban_mx,pct_catholic_mx,pct_indiglang_mx,pct_healthins_mx,pct_healthins_informal_mx,pct_tertiaryemp_mx,pct_informal_mx,pct_over65_mx,pct_extreme_poverty_mx,social_backwardness_mx,gini_mx,tuberc_cases_rate,influenza_cases_rate,elxn_soon_mx,irag_rate_mun,inf_rate_mun,pct_obesity_lq,pct_obesity_hq,pct_hypertension_lq,pct_hypertension_hq,pct_diabetes_lq,pct_diabetes_hq,gdp_percapita_municipal_2020,health_capacity_mx_mun,healthcare_expenditure_19,healthcare_expenditure_20,avg_homicide_rate,hospBeds_rate_mun,infant_mort_mun,leader_experience_mun_mx,medical_staff_rate,nurses_rate_mun,state_capacity,elxn_margin_mx,party_mis_fed_mun_mx,party_mis_state_mun_mx,party_exec_right_mun_mx,women_exec_mun_mx,women_leg_mun_mx
01011,37.53154851779928,11.0346638320775,449.9232103199413,93.60504432057024,83.23601885579602,88.12208717901855,0.24483180744495597,62.66576323685994,80.76017165166328,24.14416158487401,32.12423655593624,2.5828412867421675,5.9344600154,-1.075474,0.366281,0,0,0,0,0,39.306619286155914,39.306619286155914,11.875013627386272,NA,7.188859314565602,7.188859314565602,13.93,4.8398025360565295,16.73,0.94,4.193751310547285,0,513.36,138,0.4163279871533078,0.6145794096072639,294,11.49,0,1,0,1,66.67
02001,0.13825202584003105,12.99594718304255,22.01238391446271,80.01174398120963,90.75773839514557,59.7271971031513,2.754607590979495,57.57993209629979,83.4664021932532,29.249655034678092,38.20706033247493,9.016758052216856,2.0638135165,-0.970463,0.372975,11.942127997079812,0,0,0.6759695092686686,0,50.17371506445733,50.17371506445733,22.24915225109473,22.24915225109473,9.777336510376902,9.777336510376902,5.46,7.2624278296234435,0.09,1,35.01522058011703,0.7998972526345911,11.69,152,0.8870625341177898,1.4139928428458786,441,35.67,0,1,0,0,28.57
02002,-5.3364561645338595,13.85703150815809,70.38303931675836,85.21039794371472,92.61908923350704,69.80415646968805,0.5206093618105658,67.92233270497269,84.04088661208084,28.47250802239075,27.033406108015612,8.006561811981063,1.0840310918,-1.240347,0.365391,1.9051393037858928,0.19051393037858927,0,0.6667987563250625,0.38102786075717854,57.78209585055309,57.78209585055309,25.08627762467425,25.08627762467425,11.458360327655942,11.458360327655942,6.58,4.029182795389464,4.3,NA,10.535420349935986,0.7830122538560019,11.96,152,0.6413156881149058,1.0292836335488502,517,29.3,0,1,1,0,50
02003,-17.35929287889093,11.541474048374644,35.47503415478898,83.06839108439345,84.32382039044346,60.40048261118049,0.845162210048266,58.39196858964392,81.61638936401803,24.314842170735503,35.093236479603135,7.510496034831286,1.2070568761,-1.024642,0.364157,0.9221689413500552,0,0,0,0,56.12943300380165,56.12943300380165,20.0757017326274,20.0757017326274,10.098517582298475,10.098517582298475,5.34,7.774840615767377,0.92,7.37,58.46551088159351,0.7469568424935448,7.25,152,1.266195261576324,1.9349603645215656,658,28.04,0,1,0,1,63.64
02004,-54.38040851735406,14.462911138012444,1752.0757150556744,81.6052520310642,99.6965765744321,63.36744606783476,1.2333934220110343,64.31846445664327,75.83901750683566,27.473400580350976,29.367079943575032,4.6821154756072545,1.8559351458,-1.149643,0.360681,2.1326142782166975,0,0,0.41611985916423366,0.10402996479105842,48.24778163162694,48.24778163162694,21.17583251827369,21.17583251827369,10.48406969703007,10.48406969703007,6.79,2.19829914454759,22.82,23.06,79.59332606163879,0.4852997857502875,12.78,152,0.3629770241215247,0.44975121895057674,451,41.27,0,1,1,0,43.75
02005,-14.1459508087762,11.746130232078754,246.24385984164752,83.74755654845015,89.95122058645407,61.17725707225847,1.4971117739377655,45.116581131597286,74.8685294303998,28.10539821326744,50.05734466876627,8.20186276373313,2.1612359063,-0.956101,0.372266,0.7880841673890772,0,0,0,0,49.873809061578555,49.873809061578555,20.36846942924045,20.36846942924045,10.550030297164357,10.550030297164357,5.84,6.335931065070013,0.02,NA,74.39514540152888,0.3388761919773031,9.07,152,0.9720924525986956,1.689364553545306,660,39.29,0,1,1,1,36.36
02006,-0.07863796034442667,11.670356472919057,3.423961518531447,77.07170459424646,81.35986092331467,46.977720528600734,15.924634144120354,45.00555318240068,76.59205467748825,14.147800085433577,46.14676202606054,4.788551900897053,3.7930495251,0.349481,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.06,17.086715079026057,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03001,-17.27277628022651,11.189381299547373,3.985455904227005,91.83567032737784,79.40230341540907,81.36613568969885,1.4343169335889636,57.12291660908262,92.1031537632328,22.91799109980928,38.60446053485433,8.580944746952653,4.2766541598,-0.811338,0.394988,4.108407170539982,0,0,2.738938113693321,0,57.66512081589905,57.66512081589905,24.491553528638576,24.491553528638576,14.843324970090617,14.843324970090617,7.68,15.202189115232594,NA,NA,15.885841059421264,1.0955752454773284,4.16,521,1.1639304092134282,1.6049987748100956,260,34.26,1,1,0,0,50
03002,-9.409623926827138,11.049047038311404,1.9744471080640436,91.991341991342,64.7471846076688,76.42770562770563,2.1189771377920494,63.73958399592902,86.8265377520514,24.32097194834934,33.9240696843135,8.793969849246231,3.1614263169,-0.568869,0.372817,3.1239261503858047,0,0,0,0,44.05880968896399,44.05880968896399,18.13351479229094,18.13351479229094,10.26051526117434,10.26051526117434,5.98,23.853444437376755,NA,NA,13.74527506169754,0.9527974758676704,7.97,521,0.8376712738586729,0.8825465206725304,295,31.46,0,1,0,0,50
03003,-1.149147169157662,12.577853419748475,18.512083036696165,88.74320127906418,91.5438338975828,80.07813221181362,0.7506813794486646,69.9199829002665,89.74912346628146,36.89819108262688,26.917495022571636,7.83105739098058,1.8863068014,-1.101218,0.403046,2.395283344910536,0,0,0.684366669974439,0.684366669974439,48.45051774909917,48.45051774909917,23.859795922044608,23.859795922044608,9.724888336171606,9.724888336171606,7.16,9.653075366385922,NA,NA,46.87911689324907,1.3584678398992611,19.19,521,1.1524813732725416,1.8432962315207029,745,34.92,1,1,0,0,57.14
03008,17.067358239254897,12.766239710056158,94.36839763881277,82.14492991332214,96.3874207637272,67.89922910962792,2.303388081053184,66.89425545342141,83.60875288769336,37.85084224984509,26.704454686917572,3.461234233693992,4.7743869915,-0.7587229999999999,0.389083,3.1329123838330326,0,0,0.2848102167120939,0,46.58354685898646,46.58354685898646,11.65574055188566,11.65574055188566,7.517390306587855,7.517390306587855,6.84,5.425579608958489,7.67,28.13,35.77216321903899,0.5610761269228249,6.8,521,0.6402327214863345,0.6806357573082876,1421,NA,1,1,0,1,41.67
03009,0.5097187119160912,9.794007451917308,3.908429974825112,93.1870114251353,79.40685378071082,81.10042092603729,1.0362091046687625,57.09583844694856,90.51098962400982,30.547807653687386,38.15638906547997,7.848934508535088,2.9391394398,-0.890728,0.410889,0,0,0,0,0,50.86600332236021,50.86600332236021,22.1199143941761,22.1199143941761,9.619057221993604,9.619057221993604,8.65,16.73546803525605,0.36,1.28,21.050299135829825,0.886328384666519,14.94,521,1.0407796385656165,2.128867442520579,2723,NA,0,0,1,1,42.86
04001,94.08156740083092,10.988541676605386,28.457904174354745,89.53998819536667,79.02251778685118,66.71277851556736,43.81048961001993,29.15934585754832,82.93688336261657,22.95918367346939,68.84522691066542,9.116096769833762,17.7823949521,-0.427612,0.435728,1.68827660723933,0,0,0,0,43.65847560935429,43.65847560935429,23.340043535338395,23.340043535338395,14.084826397936906,14.084826397936906,5.8,10.136504933099069,17.07,67.35,1.350621285791464,0.3207725553754727,5.27,517,1.1069222748054863,1.2833881447020132,78,29.33,0,0,0,0,40
04002,102.040785546656,12.588606838347618,91.50200347462656,89.61975097431208,91.95042629035083,66.94491864448024,4.565647915217042,60.35320720739157,83.45458204154858,36.63177568818448,37.91745512197617,7.791295331839468,4.7010236858,-1.14464,0.435291,2.7203759559571132,0,0,0,0,43.1823043659216,43.1823043659216,30.92087856746351,30.92087856746351,15.02862065820251,15.02862065820251,11.01,5.457044532894042,0.11,4.39,5.4407519119142265,1.503007715666305,20.78,517,1.9965069140668816,2.659872774760051,258,27.39,0,1,1,0,50
04003,72.10040715413216,12.422630559057453,29.121040931059643,88.63064228523479,88.7869451101221,65.14239012621937,1.6465797427693398,52.65885270918308,78.80608312966311,26.570810802105015,40.901293792702425,6.1451366771488045,7.6250597842,-0.922415,0.443259,4.8222789286503644,0,0,0,0,50.32954810585001,50.32954810585001,26.9755692366449,26.9755692366449,14.359124915081823,14.359124915081823,4.66,5.637001276378147,1.98,24.69,13.34163836926601,0.9202515622174446,13.97,517,0.6170513076314837,0.8054921261297212,377,47.45,0,0,0,0,50
04004,105.28395919472428,11.26625736860906,11.917723842401934,83.23117893223993,76.4446965843734,53.47113609784279,6.380962694244409,29.18479651906834,83.89813155874072,19.8285129255183,68.29427935593664,6.798054773483492,12.1126174458,-0.446059,0.403685,0,0,0,0,0,47.28260964591477,47.28260964591477,23.57871668563722,23.57871668563722,13.415855635082188,13.415855635082188,5.38,8.958280010238035,0.26,0.68,7.16387360880133,0.16630420877574517,9.57,517,0.8247212747543654,1.089446622206384,132,28.04,0,0,0,0,50
04005,98.77771559556324,10.370800063970371,25.21857874923569,87.46914623837701,74.75384890798425,60.456466610312766,34.43025540275049,35.062981763489375,86.12521150592217,23.061979068747256,62.20801767676768,8.83938083599674,16.5987284296,-0.453318,0.429971,0,0,0,0,0,41.262507544341446,41.262507544341446,20.291567665348747,20.291567665348747,13.09113007995136,13.09113007995136,6.36,9.400263207369807,4.26,0.81,0.6266253093962465,0.971269229564182,1.54,517,0.43936731107205623,0.38078500292911543,72,22.91,0,1,0,0,50
04006,95.07440451196489,10.648515354973062,5.447371643142429,93.93298154447808,47.57800777192105,57.17193903516996,32.723706665987415,13.572276287680989,78.63042962259672,11.452646570140043,84.39228382571159,7.025872300023736,21.7209789323,0.036244,0.429825,2.3730422401518747,0,0,0,0,40.67779305720456,40.67779305720456,20.632553785841015,20.632553785841015,12.236161809456524,12.236161809456524,1.81,14.241633040588654,113.57,14.51,1.4238253440911248,0.5695301376364499,7.01,517,1.3153643790095535,1.6153597636959431,77,5.69,0,0,0,1,50
04007,146.7201510156904,9.069122370060644,3.980450462109488,94.39617176678,33.339121375238754,78.1009948369223,0.7135082839521103,14.165610963952552,89.81918691696418,15.9507082805482,82.45501285347044,10.284463894967178,13.7175590931,-0.31218,0.409767,11.516756881262236,0,0,0,0,44.220640559736566,44.220640559736566,22.21208527448099,22.21208527448099,12.589376756657275,12.589376756657275,2.75,34.55027064378671,0.78,102.06,11.516756881262236,0.921340550500979,18.52,517,2.0527558246946525,2.8738581545725137,370,19.25,0,0,0,1,60
04008,98.73933376395512,9.346094292953802,10.89890253591987,91.54513392431608,80.51465881449238,72.43351444094938,12.139842172875758,35.28025144054479,81.98009429020429,22.06216169023922,59.36246569558793,8.477387812118037,10.600765425,-0.34409,0.388237,0,0,0,0,0,44.37840271332957,44.37840271332957,29.324825654354925,29.324825654354925,16.12330037525591,16.12330037525591,4.32,17.461148943600488,NA,48.85,0,0,166.67,517,1.1931140276120675,1.3635588886995058,135,20.15,1,1,0,1,40
04009,107.90497537760784,11.00023143014421,12.563481517657475,81.45730675884386,68.34563948985387,52.143855262190186,3.487672880336741,21.653753673523912,85.23577344376169,22.72742452578146,75.4326289383052,6.58395671920919,17.8337098936,-0.379536,0.4045,1.6688083039901207,0,0,0,0,39.53330418323347,39.53330418323347,21.255980679015305,21.255980679015305,13.350658205951197,13.350658205951197,4.31,5.009350788137857,0.12,8.98,10.680373145536771,0.5173305742369374,5.29,517,1.7083646001309212,2.2991074992416136,109,32.46,1,1,0,0,50
04010,102.08354006509931,10.364513502749514,2.274046355587366,75.83861045775285,25.89390543281033,40.74543151800253,23.998359086558185,11.483887242227407,80.0845052658132,10.950999558554582,86.0335713623296,6.0541085955729335,30.2628383885,0.31707399999999997,0.435731,0,0,0,0,0,36.80811544114987,36.80811544114987,16.18471149176748,16.18471149176748,11.100916162110554,11.100916162110554,0.91,3.153181560194236,4.77,24.69,10.720817304660402,0.4414454184271931,8.77,517,1.0876519513755598,1.855406269993602,91,19.29,0,0,0,0,50
04011,122.35363246622867,10.755474402409464,8.286674157984336,81.08302556477528,23.77889378095762,49.16302940188978,13.245834284409952,6.624578765516359,76.94194429040651,11.517297274239644,90.21600204498978,6.854924711001152,30.964924499,0.414902,0.401522,0,0,0,0,0,50.95526348968485,50.95526348968485,22.205859895915246,22.205859895915246,13.556329184425971,13.556329184425971,1.21,4.265665657125795,46.45,NA,22.595016306780636,0.6821136998273399,9.54,517,0.9173355571771084,1.1883665172521631,132,7.03,0,1,1,0,40
04012,103.3980390548706,9.63554274576738,54.18107515903829,NA,100,NA,NA,NA,NA,NA,NA,10.281717759330675,NA,-0.6995089999999999,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05001,21.990703265865644,6.92951677076365,1.3849053890225205,82.98097251585624,NA,59.30232558139535,0.10183299389002036,31.702544031311152,57.43639921722114,17.71037181996086,67.52941176470588,16.731898238747554,0.6364551863,-1.282192,0.490348,0,0,1,0,0,38.44174583586613,38.44174583586613,30.02091444876023,30.02091444876023,13.210255905415432,13.210255905415432,1.61,97.84735812133071,NA,NA,19.569471624266143,0,55.56,425,2.690582959641256,1.7937219730941705,271,8.55,0,1,0,1,44.44
05002,14.066502090362102,12.00024087683456,14.20383706948402,76.20375218446767,98.2918273325945,53.732804754489635,0.3868987625742098,76.24421047458752,84.26969052913498,17.233436121724388,15.880907239660136,4.555450446576655,1.5069538756,-1.186766,0.352331,1.8398361319285164,0,1,0,0,43.22513866453515,43.22513866453515,18.54115508465555,18.54115508465555,12.044212905446132,12.044212905446132,11.23,3.071366266570021,NA,NA,3.557016521728465,0.6562082203878374,11.39,425,0.3156721960881406,0.36518940331765287,276,15.61,0,1,0,0,52.63
